English,Hindi,HinEnglish,Marathi,MarathiEnglish,Tamil,TamilEnglish,Japanese,Romanization
Is there a hospital nearby?,क्या पास में कोई अस्पताल है?,Kya paas mein koi aspataal hai?,जवळपास रुग्णालय आहे का?,Javalapāsa rugṇālaya āhē kā?,அருகில் ஒரு மருத்துவமனை உள்ளதா?,Arukīl oru maruttuvamaṉai uḷḷatā?,近くに病院はありますか？,Chikaku ni byōin wa arimasu ka?
Can you recommend any sightseeing tours?,क्या आप कोई दर्शनीय स्थल के दौरे (साइटसीइंग टूर्स) सुझा सकते हैं?,Kya aap koi darshaniya sthal ke daure (sightseeing tours) sujha sakte hain?,तुम्ही काही चांगले साइटसीइंग टूर्स सुचवू शकता का?,Tumhī kāhī cāṅgalē sā'iṭasī'īṅga ṭūrsa sucavū śakatā kā?,நல்ல சுற்றுலாப் பயணங்கள் ஏதேனும் பரிந்துரைக்க முடியுமா?,Nalla cuṟṟulāp payaṇaṅkaḷ ētēnum parinturaiikka muṭiyumā?,観光ツアーは何かおすすめありますか？,Kankō tsuā wa nani ka osusume arimasu ka?
How do I get to the train station from here?,मैं यहाँ से ट्रेन स्टेशन तक कैसे पहुँच सकता हूँ?,Main yahan se train station tak kaise pahunch sakta hoon?,इथून रेल्वे स्टेशनवर कसं जायचं?,Ithūna rēlāvē sṭēśanavara kasaṁ jāyacaṁ?,இங்கிருந்து ரயில் நிலையத்திற்கு எப்படி செல்வது?,Iṅkiruntu rayil nilaiyattiṟku eppaṭi celvatu?,ここから駅へはどうやって行きますか？,Koko kara eki e wa dō yatte ikimasu ka?
Is there a good place to visit around here?,क्या यहाँ के आसपास घूमने के लिए कोई अच्छी जगह है?,Kya yahan ke aas-paas ghumne ke liye koi achhi jagah hai?,इथे जवळपास बघण्यासारखं एखादं चांगलं ठिकाण आहे का?,Ithē javalapāsa baghaṇyāsārakhaṁ ēkhādaṁ cāṅgalaṁ ṭhikāṇa āhē kā?,இங்கு சுற்றி பார்க்க நல்ல இடம் உள்ளதா?,Iṅku cuṟṟi pārkka nalla iṭam uḷḷatā?,この辺りに良い観光スポットはありますか？,Kono atari ni yoi kankō supotto wa arimasu ka?
Can I get a discount if I book in advance?,क्या मैं पहले से बुकिंग करूँ तो मुझे छूट मिल सकती है?,Kya main pahle se booking karoon to mujhe chhoot mil sakti hai?,मी आधीच बुकिंग केली तर मला सवलत मिळेल का?,Mī ādhīca bukiṅga kēlī tara malā savalata miḷēla kā?,நான் முன்கூட்டியே முன்பதிவு செய்தால் தள்ளுபடி கிடைக்குமா?,Nāṉ muṉkūṭṭiyē muṉpativu ceytāl taḷḷupaṭi kiṭaikkumā?,事前に予約すると割引はありますか？,Jizen ni yoyaku suru to waribiki wa arimasu ka?
Where is the nearest parking garage?,सबसे नज़दीकी पार्किंग गैरेज कहाँ है?,Sabse nazdeeki parking garage kahan hai?,सर्वात जवळचं पार्किंग गॅरेज कुठे आहे?,Sarvāta javalaṁca pārkiṅga gārēja kuṭhē āhē?,அருகில் உள்ள வாகன நிறுத்துமிடம் எங்கே?,Arukīl uḷḷa vākaṉa niṟuttumiṭam eṅkē?,一番近い駐車場はどこですか？,Ichiban chikai chūshajō wa doko desu ka?
Do you have any gluten-free options?,क्या आपके पास कोई ग्लूटेन-मुक्त विकल्प हैं?,Kya aapke paas koi gluten-mukt vikalp hain?,तुमच्याकडे ग्लूटेन-फ्री पर्याय आहेत का?,Tumacyākaḍē glūṭēna-phrī paryāya āhēta kā?,உங்களிடம் பசையம் இல்லாத உணவுகள் ஏதேனும் இருக்கிறதா?,Uṅkaḷiṭam pacaiyam illāta uṇavukaḷ ētēnum irukkiṟatā?,グルテンフリーのメニューはありますか？,Guruten furī no menyū wa arimasu ka?
How far is the airport from here?,यहाँ से हवाई अड्डा कितनी दूर है?,Yahan se hawai adda kitni door hai?,इथून विमानतळ किती लांब आहे?,Ithūna vimāṇaṭaḷa kitī lāṁba āhē?,இங்கிருந்து விமான நிலையம் எவ்வளவு தூரத்தில் உள்ளது?,Iṅkiruntu vimāṉa nilaiyam evaḷavu tūrattil uḷḷatu?,ここから空港までどのくらいですか？,Koko kara kūkō made dono kurai desu ka?
Is this the right way to the museum?,क्या यह संग्रहालय जाने का सही रास्ता है?,Kya yah sangrahalay jaane ka sahi rasta hai?,संग्रहालयात जाण्यासाठी हा योग्य मार्ग आहे का?,Saṅgrāhalayāta jāṇyāsāṭhī hā yōgya mārga āhē kā?,இது அருங்காட்சியகத்திற்குச் செல்லும் சரியான வழியா?,Itu aruṅkāṭciyakaṭtiṟkuc cellum cariyāṉa vaḻiyā?,美術館へ行くにはこの道で合っていますか？,Bijutsukan e iku ni wa kono michi de atte imasu ka?
Can you help me find a good cafe?,क्या आप मुझे एक अच्छा कैफे खोजने में मदद कर सकते हैं?,Kya aap mujhe ek achha cafe khojne mein madad kar sakte hain?,तुम्ही मला एक चांगला कॅफे शोधायला मदत करू शकता का?,Tumhī malā ēka cāṅgalā kaiphē śōdhāyalā madada karū śakatā kā?,ஒரு நல்ல காஃபி கடையைக் கண்டுபிடிக்க எனக்கு உதவ முடியுமா?,Oru nalla kāphi kaṭaiyaik kaṇṭupiṭikka eṉakku utava muṭiyumā?,良いカフェを見つけるのを手伝っていただけますか？,Yoi kafe o mitsukeru no o tetsudatte itadakemasu ka?
Where is the nearest tourist information center?,सबसे नज़दीकी पर्यटक सूचना केंद्र कहाँ है?,Sabse nazdeeki paryatak soochana kendra kahan hai?,सर्वात जवळचं पर्यटक माहिती केंद्र कुठे आहे?,Sarvāta javalaṁca paryāṭaka māhitī kēndra kuṭhē āhē?,அருகில் உள்ள சுற்றுலா தகவல் மையம் எங்கே?,Arukīl uḷḷa cuṟṟulā takaval maiyam eṅkē?,一番近い観光案内所はどこですか？,Ichiban chikai kankō annaijo wa doko desu ka?
How much is it to park in this area?,इस क्षेत्र में पार्किंग का कितना खर्च होता है?,Is kshetra mein parking ka kitna kharch hota hai?,या परिसरात पार्किंगसाठी किती खर्च येतो?,Yā parisaṟāta pārkiṅgasāṭhī kitī kharca yētō?,இந்த பகுதியில் நிறுத்துவதற்கு எவ்வளவு செலவாகும்?,Inta pakutiyil niṟuttuvataṟku evaḷavu celavākum?,このエリアに駐車するのにいくらかかりますか？,Kono eria ni chūsha suru no ni ikura kakarimasu ka?
Can you tell me how to get to the market?,क्या आप मुझे बाज़ार तक कैसे पहुँचना है, बता सकते हैं?,Kya aap mujhe bazaar tak kaise pahunchna hai, bata sakte hain?,बाजारामध्ये कसं जायचं हे तुम्ही मला सांगू शकता का?,Bājārāmadhyē kasaṁ jāyacaṁ hē tumhī malā sāṅgū śakatā kā?,சந்தைக்கு எப்படி செல்வது என்று எனக்குச் சொல்ல முடியுமா?,Cantaikku eppaṭi celvatu eṉṟu eṉakkuc colla muṭiyumā?,市場へ行くにはどうしたらいいですか？,Ichiba e iku ni wa dō shitara ii desu ka?
Where is the nearest taxi stand?,सबसे नज़दीकी टैक्सी स्टैंड कहाँ है?,Sabse nazdeeki taxi stand kahan hai?,सर्वात जवळचं टॅक्सी स्टँड कुठे आहे?,Sarvāta javalaṁca ṭaiksī sṭyāṇḍa kuṭhē āhē?,அருகில் உள்ள டாக்ஸி நிறுத்துமிடம் எங்கே?,Arukīl uḷḷa ṭākṣi niṟuttumiṭam eṅkē?,一番近いタクシー乗り場はどこですか？,Ichiban chikai takushī noriba wa doko desu ka?
How do I get to the nearest subway station?,मैं सबसे नज़दीकी मेट्रो स्टेशन तक कैसे पहुँच सकता हूँ?,Main sabse nazdeeki metro station tak kaise pahunch sakta hoon?,सर्वात जवळच्या सबवे स्टेशनवर मी कसं जाऊ शकतो?,Sarvāta javalaṁcyā sabavē sṭēśanavara mī kasaṁ jā'ū śakatō?,அருகில் உள்ள மெட்ரோ நிலையத்திற்கு எப்படி செல்வது?,Arukīl uḷḷa meṭrō nilaiyattiṟku eppaṭi celvatu?,一番近い地下鉄の駅へはどうやって行きますか？,Ichiban chikai chikatetsu no eki e wa dō yatte ikimasu ka?
